2015-09-03 09:03:44.045862,30.24,256.51,359.41,2.29,0.01,1.0,0.04,256.52
2015-09-03 09:03:44.271773,30.14,256.54,359.42,2.29,0.01,1.0,0.04,256.55
2015-09-03 09:03:44.398923,30.24,256.6,359.42,2.29,0.01,1.0,0.04,256.62
2015-09-03 09:03:44.523766,30.2,256.67,359.42,2.29,0.01,1.0,0.04,256.7
2015-09-03 09:03:44.651157,30.14,256.74,359.42,2.29,0.01,1.0,0.04,256.76
2015-09-03 09:03:44.779445,30.2,256.8,359.42,2.29,0.01,1.0,0.04,256.83
2015-09-03 09:03:44.900348,30.2,256.88,359.42,2.29,0.01,1.0,0.04,256.9
2015-09-03 09:03:45.028567,30.22,256.92,359.42,2.29,0.01,1.0,0.04,256.93
2015-09-03 09:03:45.153788,30.28,256.94,359.42,2.29,0.01,1.0,0.04,256.94
2015-09-03 09:03:45.281250,30.13,256.95,359.42,2.29,0.01,1.0,0.04,256.95
2015-09-03 09:03:45.401953,30.26,256.95,359.42,2.29,0.01,1.0,0.04,256.96
2015-09-03 09:03:45.527486,30.2,256.95,359.42,2.29,0.01,1.0,0.04,256.95
2015-09-03 09:03:45.657602,30.18,256.96,359.42,2.29,0.01,1.0,0.04,256.97
2015-09-03 09:03:45.782469,30.24,256.99,359.42,2.29,0.01,1.0,0.04,257.0
2015-09-03 09:03:45.910686,30.13,257.01,359.42,2.29,0.01,1.0,0.04,257.02
2015-09-03 09:03:46.032230,30.26,257.03,359.42,2.29,0.01,1.0,0.04,257.04
2015-09-03 09:03:46.157437,30.26,257.06,359.42,2.29,0.01,1.0,0.04,257.08
2015-09-03 09:03:46.285531,30.16,257.09,359.42,2.29,0.01,1.0,0.04,257.1
2015-09-03 09:03:46.406396,30.16,257.11,359.42,2.29,0.01,1.0,0.04,257.11
2015-09-03 09:03:46.531515,30.2,257.11,359.42,2.29,0.01,1.0,0.04,257.11
2015-09-03 09:03:46.659693,30.22,257.13,359.42,2.29,0.01,1.0,0.04,257.12
2015-09-03 09:03:46.781157,30.28,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:46.906134,30.13,257.14,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:47.035674,30.13,257.11,359.42,2.29,0.01,1.0,0.04,257.1
2015-09-03 09:03:47.171069,30.07,257.11,359.42,2.29,0.01,1.0,0.04,257.11
2015-09-03 09:03:47.300787,30.24,257.09,359.42,2.29,0.01,1.0,0.04,257.09
2015-09-03 09:03:47.434433,30.13,257.09,359.42,2.29,0.01,1.0,0.04,257.08
2015-09-03 09:03:47.571540,30.2,257.08,359.42,2.29,0.01,1.0,0.04,257.08
2015-09-03 09:03:47.700749,30.14,257.07,359.42,2.29,0.01,1.0,0.04,257.07
2015-09-03 09:03:47.833802,30.14,257.06,359.42,2.29,0.01,1.0,0.04,257.07
2015-09-03 09:03:47.971380,30.16,257.08,359.42,2.29,0.01,1.0,0.04,257.1
2015-09-03 09:03:48.107193,30.18,257.1,359.42,2.29,0.01,1.0,0.04,257.1
2015-09-03 09:03:48.237210,30.14,257.1,359.42,2.29,0.01,1.0,0.04,257.09
2015-09-03 09:03:48.371113,30.11,257.07,359.42,2.29,0.01,1.0,0.04,257.07
2015-09-03 09:03:48.508690,30.22,257.06,359.42,2.29,0.01,1.0,0.04,257.06
2015-09-03 09:03:48.645932,30.07,257.06,359.42,2.29,0.01,1.0,0.04,257.06
2015-09-03 09:03:48.773526,30.07,257.06,359.42,2.29,0.01,1.0,0.04,257.06
2015-09-03 09:03:48.908564,30.2,257.04,359.42,2.29,0.01,1.0,0.04,257.04
2015-09-03 09:03:49.045793,30.07,257.02,359.42,2.29,0.01,1.0,0.04,257.01
2015-09-03 09:03:49.178931,30.05,256.99,359.42,2.29,0.01,1.0,0.04,256.98
