2015-09-03 09:03:49.309082,30.18,256.98,359.42,2.29,0.01,1.0,0.04,256.98
2015-09-03 09:03:49.442771,30.07,256.97,359.42,2.29,0.01,1.0,0.04,256.97
2015-09-03 09:03:49.574527,30.16,256.95,359.42,2.29,0.01,1.0,0.04,256.94
2015-09-03 09:03:49.716887,30.14,256.92,359.42,2.29,0.01,1.0,0.04,256.92
2015-09-03 09:03:49.851056,30.16,256.92,359.42,2.29,0.01,1.0,0.04,256.92
2015-09-03 09:03:49.980604,30.18,256.95,359.42,2.29,0.01,1.0,0.04,256.95
2015-09-03 09:03:50.114588,30.18,256.97,359.42,2.29,0.01,1.0,0.04,256.98
2015-09-03 09:03:50.251616,30.18,256.98,359.42,2.29,0.01,1.0,0.04,256.99
2015-09-03 09:03:50.380991,30.2,257.02,359.42,2.29,0.01,1.0,0.04,257.04
2015-09-03 09:03:50.514738,30.26,257.07,359.42,2.29,0.01,1.0,0.04,257.09
2015-09-03 09:03:50.651212,30.18,257.12,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:50.781311,30.18,257.14,359.42,2.29,0.01,1.0,0.04,257.14
2015-09-03 09:03:50.918127,30.2,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:51.052491,30.3,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:51.181857,30.16,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:51.310651,30.24,257.12,359.42,2.29,0.01,1.0,0.04,257.1
2015-09-03 09:03:51.451518,30.14,257.06,359.42,2.29,0.01,1.0,0.04,257.05
2015-09-03 09:03:51.581026,30.22,257.02,359.42,2.29,0.01,1.0,0.04,257.0
2015-09-03 09:03:51.714585,30.24,256.98,359.42,2.29,0.01,1.0,0.04,256.98
2015-09-03 09:03:51.851817,30.18,256.97,359.42,2.29,0.01,1.0,0.04,256.97
2015-09-03 09:03:51.980974,30.16,257.01,359.42,2.29,0.01,1.0,0.04,257.03
2015-09-03 09:03:52.110401,30.16,257.07,359.42,2.29,0.01,1.0,0.04,257.08
2015-09-03 09:03:52.250926,30.28,257.09,359.42,2.29,0.01,1.0,0.04,257.08
2015-09-03 09:03:52.381311,30.22,257.09,359.42,2.29,0.01,1.0,0.04,257.09
2015-09-03 09:03:52.517141,30.16,257.11,359.42,2.29,0.01,1.0,0.04,257.12
2015-09-03 09:03:52.651067,30.2,257.13,359.42,2.29,0.01,1.0,0.04,257.12
2015-09-03 09:03:52.788271,30.28,257.13,359.42,2.29,0.01,1.0,0.04,257.14
2015-09-03 09:03:52.914232,30.11,257.15,359.42,2.29,0.01,1.0,0.04,257.16
2015-09-03 09:03:53.051114,30.18,257.18,359.42,2.29,0.01,1.0,0.04,257.18
2015-09-03 09:03:53.187827,30.22,257.18,359.42,2.29,0.01,1.0,0.04,257.19
2015-09-03 09:03:53.317715,30.26,257.2,359.42,2.29,0.01,1.0,0.04,257.19
2015-09-03 09:03:53.451258,30.3,257.18,359.42,2.29,0.01,1.0,0.04,257.17
2015-09-03 09:03:53.587441,30.16,257.16,359.42,2.29,0.01,1.0,0.04,257.16
2015-09-03 09:03:53.717232,30.09,257.17,359.42,2.29,0.01,1.0,0.04,257.17
2015-09-03 09:03:53.851390,30.28,257.16,359.42,2.29,0.01,1.0,0.04,257.15
2015-09-03 09:03:53.987185,30.22,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:54.118673,30.16,257.13,359.42,2.29,0.01,1.0,0.04,257.14
2015-09-03 09:03:54.260388,30.16,257.14,359.42,2.29,0.01,1.0,0.04,257.14
2015-09-03 09:03:54.386671,30.13,257.14,359.42,2.29,0.01,1.0,0.04,257.14
2015-09-03 09:03:54.525069,30.2,257.14,359.42,2.29,0.01,1.0,0.04,257.15
2015-09-03 09:03:54.655011,30.18,257.16,359.42,2.29,0.01,1.0,0.04,257.15
2015-09-03 09:03:54.796120,30.14,257.14,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:54.925986,30.18,257.13,359.42,2.29,0.01,1.0,0.04,257.13
2015-09-03 09:03:55.055216,30.2,257.13,359.42,2.29,0.01,1.0,0.04,257.12
2015-09-03 09:03:55.196438,30.13,257.12,359.42,2.29,0.01,1.0,0.04,257.12
